problem_id,variant_type,problem_text,correct_answer,problem_family,problem_subtype,difficulty,contamination_pole,source,verifier_function,difficulty_params,notes
CC_03,canonical,"""You have coins with the following denominations: [1, 6, 7, 9, 11]. You need to make exact change for 13 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [6, 7]",Coin Change,coin_change,Medium,Medium,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,7,9,11],""target"":13,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [6, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_03,W1,"With coins of denominations [1, 6, 7, 9, 11] at your disposal, find the minimum number of coins required to reach a total of exactly 13. Denominations may be reused any number of times. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 2
 Coins: [6, 7]",Coin Change,coin_change,Medium,Medium,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,7,9,11],""target"":13,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [6, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_03,W2,"---
 
 **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 6, 7, 9, 11] |
 | Target amount | 13 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [6, 7]",Coin Change,coin_change,Medium,Medium,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,7,9,11],""target"":13,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [6, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_03,W3,"A chef is preparing a dish and needs to measure out exactly 13 grams of a spice. She has measuring scoops of the following sizes: 1 g, 6 g, 7 g, 9 g, 11 g. She wants to use the fewest scoops possible, and can reuse any scoop size as many times as needed.
 What is the minimum number of scoops needed, and which scoop sizes does she use?
 Respond in this exact format: Total: [integer] Scoops: [denomination1, denomination2, ...] No explanation. No other text.","Total: 2
 Scoops: [6, 7]",Coin Change,coin_change,Medium,Medium,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,7,9,11],""target"":13,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [6, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_03,W4,"FORMAL DEFINITION: $\pi = \langle D, S_0, S^*, A \rangle$
 DENOMINATIONS: $D = \{1, 6, 7, 9, 11\}$
 INITIAL STATE $S_0$: $\text{CurrentSum} = 0$
 GOAL STATE $S^*$: $\text{CurrentSum} = 13$
 ACTIONS:
 SelectCoin($c$):
 Pre: $c \in D, (\text{CurrentSum} + c) \le 13$
 Effect: $\text{CurrentSum} \leftarrow \text{CurrentSum} + c$
 TASK: Find the shortest sequence of actions to reach $\text{CurrentSum} = 13$.
 OUTPUT FORMAT:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.","Count: 2
 Coins: [6, 7]",Coin Change,coin_change,Medium,Medium,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,7,9,11],""target"":13,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [6, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_04,canonical,"""You have coins with the following denominations: [1, 7, 10, 14, 17, 23]. You need to make exact change for 27 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
Coins: [17, 10]",Coin Change,coin_change,Medium,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,10,14,17,23],""target"":27,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [17, 10]"",""difficulty_numeric"":6,""critical_step_index"":0}",
CC_04,W1,"Using coins from the denominations [1, 7, 10, 14, 17, 23], what is the least number of coins needed to make exactly 27? Each denomination can be used as many times as necessary. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 2
Coins: [17, 10]",Coin Change,coin_change,Medium,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,10,14,17,23],""target"":27,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [17, 10]"",""difficulty_numeric"":6,""critical_step_index"":0}",
CC_04,W2," **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 7, 10, 14, 17, 23] |
 | Target amount | 27 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
Coins: [17, 10]",Coin Change,coin_change,Medium,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,10,14,17,23],""target"":27,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [17, 10]"",""difficulty_numeric"":6,""critical_step_index"":0}",
CC_04,W3,"""A chef is preparing a dish and needs to measure out exactly 27 grams of a spice. She has measuring scoops of the following sizes: 1 g, 7 g, 10 g, 14 g, 17 g, 23 g. She wants to use the fewest scoops possible, and can reuse any scoop size as many times as needed.
 What is the minimum number of scoops needed, and which scoop sizes does she use?
 Respond in this exact format: Total: [integer] Scoops: [denomination1, denomination2, ...] No explanation. No other text.""","Total: 2
Scoops: [17, 10]",Coin Change,coin_change,Medium,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,10,14,17,23],""target"":27,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [17, 10]"",""difficulty_numeric"":6,""critical_step_index"":0}",
CC_04,W4,"FORMAL DEFINITION: $\pi = \langle D, S_0, S^*, A \rangle$
 DENOMINATIONS: $D = \{1, 7, 10, 14, 17, 23\}$
 INITIAL STATE $S_0$: $\text{CurrentSum} = 0$
 GOAL STATE $S^*$: $\text{CurrentSum} = 27$
 ACTIONS:
 SelectCoin($c$):
 Pre: $c \in D, (CurrentSum + c) <= 27$
 Effect: $\text{CurrentSum} \leftarrow \text{CurrentSum} + c$
 TASK: Find the shortest sequence of actions to reach CurrentSum = 27.
 OUTPUT FORMAT:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.","Count: 2
Coins: [17, 10]",Coin Change,coin_change,Medium,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,10,14,17,23],""target"":27,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [17, 10]"",""difficulty_numeric"":6,""critical_step_index"":0}",
CC_05,canonical,"""You have coins with the following denominations: [1, 4, 6, 7, 11]. You need to make exact change for 14 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,6,7,11],""target"":14,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_05,W1,"From the denominations [1, 4, 6, 7, 11], determine the minimum number of coins that sum to exactly 14. You are free to use any denomination multiple times. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 2
 Coins: [7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,6,7,11],""target"":14,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_05,W2," **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 4, 6, 7, 11] |
 | Target amount | 14 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,6,7,11],""target"":14,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_05,W3,"""A chef is preparing a dish and needs to measure out exactly 14 grams of a spice. She has measuring scoops of the following sizes: 1 g, 4 g, 6 g, 7 g, 11 g. She wants to use the fewest scoops possible, and can reuse any scoop size as many times as needed.
 What is the minimum number of scoops needed, and which scoop sizes does she use?
 Respond in this exact format: Total: [integer] Scoops: [denomination1, denomination2, ...] No explanation. No other text.""","Total: 2
 Scoops: [7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,6,7,11],""target"":14,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_05,W4,"FORMAL DEFINITION: $\pi = \langle D, S_0, S^*, A \rangle$
 DENOMINATIONS: $D = \{1, 4, 6, 7, 11\}$
 INITIAL STATE $S_0$: $\text{CurrentSum} = 0$
 GOAL STATE $S^*$: $\text{CurrentSum} = 14$
 ACTIONS:
 SelectCoin($c$):
 Pre: $c \in D, (CurrentSum + c) <= 14$
 Effect: $\text{CurrentSum} \leftarrow \text{CurrentSum} + c$
 TASK: Find the shortest sequence of actions to reach CurrentSum = 14.
 OUTPUT FORMAT:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.","Count: 2
 Coins: [7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,6,7,11],""target"":14,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_06,canonical,"""You have coins with the following denominations: [1, 7, 8, 12, 15]. You need to make exact change for 26 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 3
 Coins: [12, 7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,8,12,15],""target"":26,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 3\n Coins: [12, 7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_06,W1,"Given that the available denominations are [1, 7, 8, 12, 15], what is the fewest number of coins that can be used to make exact change for 26? Repetition of denominations is allowed. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 3
 Coins: [12, 7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,8,12,15],""target"":26,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 3\n Coins: [12, 7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_06,W2,"---
 
 **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 7, 8, 12, 15] |
 | Target amount | 26 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 3
 Coins: [12, 7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,8,12,15],""target"":26,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 3\n Coins: [12, 7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_06,W3,"""A chef is preparing a dish and needs to measure out exactly 26 grams of a spice. She has measuring scoops of the following sizes: 1 g, 7 g, 8 g, 12 g, 15g. She wants to use the fewest scoops possible, and can reuse any scoop size as many times as needed.
 What is the minimum number of scoops needed, and which scoop sizes does she use?
 Respond in this exact format: Total: [integer] Scoops: [denomination1, denomination2, ...] No explanation. No other text.""","Total: 3
 Scoops: [12, 7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,8,12,15],""target"":26,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 3\n Coins: [12, 7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_06,W4,"FORMAL DEFINITION: $\pi = \langle D, S_0, S^*, A \rangle$
 DENOMINATIONS: $D = \{1, 7, 8, 12, 15\}$
 INITIAL STATE $S_0$: $\text{CurrentSum} = 0$
 GOAL STATE $S^*$: $\text{CurrentSum} = 26$
 ACTIONS:
 SelectCoin($c$):
 Pre: $c \in D, (\text{CurrentSum} + c) \le 26$
 Effect: $\text{CurrentSum} \leftarrow \text{CurrentSum} + c$
 TASK: Find the shortest sequence of actions to reach $\text{CurrentSum} = 26$.
 OUTPUT FORMAT:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.","Count: 3
 Coins: [12, 7, 7]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,8,12,15],""target"":26,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 3\n Coins: [12, 7, 7]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_07,canonical,"""You have coins with the following denominations: [1, 4, 5, 8, 9]. You need to make exact change for 12 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
Coins: [8, 4]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,5,8,9],""target"":12,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [8, 4]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_07,W1,"With denominations [1, 4, 5, 8, 9] available, what is the minimum number of coins required to total exactly 12? Each denomination may be used any number of times. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 2
Coins: [8, 4]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,5,8,9],""target"":12,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [8, 4]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_07,W2,"---
 
 **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 4, 5, 8, 9] |
 | Target amount | 12 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
Coins: [8, 4]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,5,8,9],""target"":12,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [8, 4]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_07,W3,"""A chef is preparing a dish and needs to measure out exactly 12 grams of a spice. She has measuring scoops of the following sizes: 1 g, 4 g, 5 g, 8 g, 9 g. She wants to use the fewest scoops possible, and can reuse any scoop size as many times as needed.
 What is the minimum number of scoops needed, and which scoop sizes does she use?
 Respond in this exact format: Total: [integer] Scoops: [denomination1, denomination2, ...] No explanation. No other text.""","Total: 2
Scoops: [8, 4]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,5,8,9],""target"":12,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [8, 4]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_07,W4,"FORMAL DEFINITION: $\pi = \langle D, S_0, S^*, A \rangle$
 DENOMINATIONS: $D = \{1, 4, 5, 8, 9\}$
 INITIAL STATE $S_0$: $\text{CurrentSum} = 0$
 GOAL STATE $S^*$: $\text{CurrentSum} = 12$
 ACTIONS:
 SelectCoin($c$):
 Pre: $c \in D, (\text{CurrentSum} + c) \le 12$
 Effect: $\text{CurrentSum} \leftarrow \text{CurrentSum} + c$
 TASK: Find the shortest sequence of actions to reach $\text{CurrentSum} = 12$.
 OUTPUT FORMAT:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.","Count: 2
Coins: [8, 4]",Coin Change,coin_change,Hard,Low,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,4,5,8,9],""target"":12,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\nCoins: [8, 4]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_08,canonical,"""You have coins with the following denominations: [1, 6, 10, 15, 25]. You need to make exact change for 30 using the minimum number of coins. You may use each denomination any number of times.
 What is the minimum number of coins needed and which coins do you use?
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [15, 15]",Coin Change,coin_change,Easy,High,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,10,15,25],""target"":30,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [15, 15]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_08,W1,"Using only coins from the denominations [1, 6, 10, 15, 25], what is the smallest number of coins that combine to make exactly 30? Any denomination can be used more than once. Respond in this exact format: Count: [integer] Coins: [denomination1, denomination2, ...] No explanation. No other text.","Count: 2
 Coins: [15, 15]",Coin Change,coin_change,Easy,High,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,10,15,25],""target"":30,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [15, 15]"",""difficulty_numeric"":5,""critical_step_index"":0}",
CC_08,W2,"---
 
 **Problem Parameters:**
 
 | Parameter | Value |
 | ----------------------- | ------------------------------------------------------------- |
 | Available denominations | [1, 6, 10, 15, 25] |
 | Target amount | 30 |
 | Coin supply | Unlimited (each denomination can be used any number of times) |
 | Objective | Minimize the total number of coins used |
 
 **Constraints:**
 
 * You may only use the denominations listed above
 * You must reach the target amount exactly
 * Each denomination may be used multiple times
 
 Respond in this exact format:
 Count: [integer]
 Coins: [denomination1, denomination2, ...]
 No explanation. No other text.""","Count: 2
 Coins: [15, 15]",Coin Change,coin_change,Easy,High,,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,6,10,15,25],""target"":30,""greedy_succeeds"":false,""instance_type"":""adversarial"",""greedy_answer"":""Count: 2\n Coins: [15, 15]"",""difficulty_numeric"":5,""critical_step_index"":0}",
